Time Period,Measure Type,Measure,Group,Subgroup,Estimate Type,Estimate,Standard Error,Lower 95% CI,Upper 95% CI,Reliable
Jan.-Jun. 2023,Respiratory Health Indicator,COVID-19 and post-COVID-19 conditions,By sex,Male,"Visit rate (per 1,000 people)",0.7,0.2,0.4,1.1,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Other respiratory conditions,Total,All visits,Visit count,190000,47000,99000,282000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Other respiratory conditions,Total,All visits,"Visit rate (per 1,000 people)",0.6,0.1,0.3,0.9,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Other respiratory conditions,By age,0-17 years old,Visit count,13000,3000,7000,19000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Other respiratory conditions,By age,0-17 years old,"Visit rate (per 1,000 people)",0.2,0,0.1,0.3,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Other respiratory conditions,By age,18-44 years old,Visit count,26000,5000,15000,37000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Other respiratory conditions,By age,18-44 years old,"Visit rate (per 1,000 people)",0.2,0,0.1,0.3,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Other respiratory conditions,By age,45-64 years old,Visit count,72000,18000,36000,108000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Other respiratory conditions,By age,45-64 years old,"Visit rate (per 1,000 people)",0.9,0.2,0.4,1.3,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Other respiratory conditions,By age,65+ years old,Visit count,80000,23000,35000,124000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Other respiratory conditions,By age,65+ years old,"Visit rate (per 1,000 people)",1.4,0.4,0.6,2.2,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Other respiratory conditions,By race/ethnicity,"Black, non-Hispanic",Visit count,28000,9000,9000,46000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Other respiratory conditions,By race/ethnicity,"Black, non-Hispanic","Visit rate (per 1,000 people)",0.7,0.2,0.2,1.1,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Other respiratory conditions,By race/ethnicity,Hispanic,Visit count,40000,12000,17000,63000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Other respiratory conditions,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",0.6,0.2,0.3,1,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Other respiratory conditions,By race/ethnicity,"Other, non-Hispanic",Visit count,,,,,No
Jan.-Jun. 2023,Respiratory Health Indicator,Other respiratory conditions,By race/ethnicity,"Other, non-Hispanic","Visit rate (per 1,000 people)",,,,,No
Jan.-Jun. 2023,Respiratory Health Indicator,Other respiratory conditions,By race/ethnicity,"White, non-Hispanic",Visit count,103000,34000,35000,170000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Other respiratory conditions,By race/ethnicity,"White, non-Hispanic","Visit rate (per 1,000 people)",0.5,0.2,0.2,0.9,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Other respiratory conditions,By sex,Female,Visit count,107000,28000,52000,161000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Other respiratory conditions,By sex,Female,"Visit rate (per 1,000 people)",0.6,0.2,0.3,1,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Other respiratory conditions,By sex,Male,Visit count,84000,21000,43000,124000,Yes
Jan.-Jun. 2023,Respiratory Health Indicator,Other respiratory conditions,By sex,Male,"Visit rate (per 1,000 people)",0.5,0.1,0.3,0.8,Yes
Jul.-Dec. 2023,Diagnosis Chapter,All visits,Total,All visits,Visit count,56787000,9533000,38103000,75472000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,All visits,Total,All visits,"Visit rate (per 1,000 people)",172.8,29,116,229.7,Yes
Jul.-Dec. 2023,Diagnosis Chapter,All visits,By age,0-17 years old,Visit count,11127000,1795000,7608000,14646000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,All visits,By age,0-17 years old,"Visit rate (per 1,000 people)",153.8,24.8,105.1,202.4,Yes
Jul.-Dec. 2023,Diagnosis Chapter,All visits,By age,18-44 years old,Visit count,19811000,3277000,13387000,26234000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,All visits,By age,18-44 years old,"Visit rate (per 1,000 people)",167.9,27.8,113.5,222.3,Yes
Jul.-Dec. 2023,Diagnosis Chapter,All visits,By age,45-64 years old,Visit count,16884000,2895000,11209000,22558000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,All visits,By age,45-64 years old,"Visit rate (per 1,000 people)",206.3,35.4,137,275.7,Yes
Jul.-Dec. 2023,Diagnosis Chapter,All visits,By age,65+ years old,Visit count,8966000,1834000,5372000,12560000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,All visits,By age,65+ years old,"Visit rate (per 1,000 people)",158.9,32.5,95.2,222.6,Yes
Jul.-Dec. 2023,Diagnosis Chapter,All visits,By race/ethnicity,"Black, non-Hispanic",Visit count,8675000,2422000,3927000,13423000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,All visits,By race/ethnicity,"Black, non-Hispanic","Visit rate (per 1,000 people)",211.9,58.4,97.3,326.4,Yes
Jul.-Dec. 2023,Diagnosis Chapter,All visits,By race/ethnicity,Hispanic,Visit count,21972000,4757000,12649000,31295000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,All visits,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",348.6,72.5,206.6,490.7,Yes
Jul.-Dec. 2023,Diagnosis Chapter,All visits,By race/ethnicity,"Other, non-Hispanic",Visit count,2721000,605000,1535000,3907000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,All visits,By race/ethnicity,"Other, non-Hispanic","Visit rate (per 1,000 people)",87.4,18.9,50.4,124.5,Yes
Jul.-Dec. 2023,Diagnosis Chapter,All visits,By race/ethnicity,"White, non-Hispanic",Visit count,15089000,2539000,10113000,20065000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,All visits,By race/ethnicity,"White, non-Hispanic","Visit rate (per 1,000 people)",78,12.6,53.3,102.6,Yes
Jul.-Dec. 2023,Diagnosis Chapter,All visits,By sex,Female,Visit count,35752000,6132000,23733000,47770000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,All visits,By sex,Female,"Visit rate (per 1,000 people)",214.7,36.8,142.5,286.9,Yes
Jul.-Dec. 2023,Diagnosis Chapter,All visits,By sex,Male,Visit count,20988000,3409000,14306000,27670000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,All visits,By sex,Male,"Visit rate (per 1,000 people)",129.5,21,88.3,170.7,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Infectious and parasitic diseases,Total,All visits,Visit count,3147000,494000,2178000,4115000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Infectious and parasitic diseases,Total,All visits,"Visit rate (per 1,000 people)",9.6,1.5,6.6,12.5,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Infectious and parasitic diseases,By age,0-17 years old,Visit count,444000,68000,311000,578000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Infectious and parasitic diseases,By age,0-17 years old,"Visit rate (per 1,000 people)",6.1,0.9,4.3,8,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Infectious and parasitic diseases,By age,18-44 years old,Visit count,1161000,170000,827000,1495000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Infectious and parasitic diseases,By age,18-44 years old,"Visit rate (per 1,000 people)",9.8,1.4,7,12.7,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Infectious and parasitic diseases,By age,45-64 years old,Visit count,1051000,184000,691000,1411000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Infectious and parasitic diseases,By age,45-64 years old,"Visit rate (per 1,000 people)",12.8,2.2,8.4,17.2,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Infectious and parasitic diseases,By age,65+ years old,Visit count,490000,102000,290000,691000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Infectious and parasitic diseases,By age,65+ years old,"Visit rate (per 1,000 people)",8.7,1.8,5.1,12.2,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Infectious and parasitic diseases,By race/ethnicity,"Black, non-Hispanic",Visit count,586000,151000,289000,882000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Infectious and parasitic diseases,By race/ethnicity,"Black, non-Hispanic","Visit rate (per 1,000 people)",14.3,3.6,7.2,21.4,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Infectious and parasitic diseases,By race/ethnicity,Hispanic,Visit count,943000,170000,609000,1277000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Infectious and parasitic diseases,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",15,2.5,10,19.9,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Infectious and parasitic diseases,By race/ethnicity,"Other, non-Hispanic",Visit count,,,,,No
Jul.-Dec. 2023,Diagnosis Chapter,Infectious and parasitic diseases,By race/ethnicity,"Other, non-Hispanic","Visit rate (per 1,000 people)",,,,,No
Jul.-Dec. 2023,Diagnosis Chapter,Infectious and parasitic diseases,By race/ethnicity,"White, non-Hispanic",Visit count,789000,165000,465000,1112000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Infectious and parasitic diseases,By race/ethnicity,"White, non-Hispanic","Visit rate (per 1,000 people)",4.1,0.8,2.4,5.7,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Infectious and parasitic diseases,By sex,Female,Visit count,1922000,321000,1292000,2551000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Infectious and parasitic diseases,By sex,Female,"Visit rate (per 1,000 people)",11.5,1.9,7.8,15.3,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Infectious and parasitic diseases,By sex,Male,Visit count,1224000,186000,858000,1589000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Infectious and parasitic diseases,By sex,Male,"Visit rate (per 1,000 people)",7.6,1.2,5.3,9.8,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Abnormal growths and tumors,Total,All visits,Visit count,1285000,275000,747000,1823000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Abnormal growths and tumors,Total,All visits,"Visit rate (per 1,000 people)",3.9,0.8,2.3,5.5,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Abnormal growths and tumors,By age,0-17 years old,Visit count,70000,19000,32000,108000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Abnormal growths and tumors,By age,0-17 years old,"Visit rate (per 1,000 people)",1,0.3,0.4,1.5,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Abnormal growths and tumors,By age,18-44 years old,Visit count,243000,51000,144000,342000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Abnormal growths and tumors,By age,18-44 years old,"Visit rate (per 1,000 people)",2.1,0.4,1.2,2.9,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Abnormal growths and tumors,By age,45-64 years old,Visit count,545000,122000,306000,784000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Abnormal growths and tumors,By age,45-64 years old,"Visit rate (per 1,000 people)",6.7,1.5,3.7,9.6,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Abnormal growths and tumors,By age,65+ years old,Visit count,428000,94000,243000,612000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Abnormal growths and tumors,By age,65+ years old,"Visit rate (per 1,000 people)",7.6,1.7,4.3,10.8,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Abnormal growths and tumors,By race/ethnicity,"Black, non-Hispanic",Visit count,174000,50000,76000,272000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Abnormal growths and tumors,By race/ethnicity,"Black, non-Hispanic","Visit rate (per 1,000 people)",4.2,1.2,1.9,6.6,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Abnormal growths and tumors,By race/ethnicity,Hispanic,Visit count,298000,74000,153000,443000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Abnormal growths and tumors,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",4.7,1.1,2.5,6.9,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Abnormal growths and tumors,By race/ethnicity,"Other, non-Hispanic",Visit count,,,,,No
Jul.-Dec. 2023,Diagnosis Chapter,Abnormal growths and tumors,By race/ethnicity,"Other, non-Hispanic","Visit rate (per 1,000 people)",,,,,No
Jul.-Dec. 2023,Diagnosis Chapter,Abnormal growths and tumors,By race/ethnicity,"White, non-Hispanic",Visit count,371000,92000,190000,552000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Abnormal growths and tumors,By race/ethnicity,"White, non-Hispanic","Visit rate (per 1,000 people)",1.9,0.5,1,2.8,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Abnormal growths and tumors,By sex,Female,Visit count,893000,199000,504000,1282000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Abnormal growths and tumors,By sex,Female,"Visit rate (per 1,000 people)",5.4,1.2,3,7.7,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Abnormal growths and tumors,By sex,Male,Visit count,391000,79000,237000,546000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Abnormal growths and tumors,By sex,Male,"Visit rate (per 1,000 people)",2.4,0.5,1.5,3.4,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Blood-related and immune system diseases,Total,All visits,Visit count,2216000,419000,1394000,3038000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Blood-related and immune system diseases,Total,All visits,"Visit rate (per 1,000 people)",6.7,1.3,4.2,9.2,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Blood-related and immune system diseases,By age,0-17 years old,Visit count,266000,47000,174000,358000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Blood-related and immune system diseases,By age,0-17 years old,"Visit rate (per 1,000 people)",3.7,0.6,2.4,5,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Blood-related and immune system diseases,By age,18-44 years old,Visit count,667000,124000,424000,911000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Blood-related and immune system diseases,By age,18-44 years old,"Visit rate (per 1,000 people)",5.7,1.1,3.6,7.7,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Blood-related and immune system diseases,By age,45-64 years old,Visit count,773000,156000,468000,1079000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Blood-related and immune system diseases,By age,45-64 years old,"Visit rate (per 1,000 people)",9.5,1.9,5.7,13.2,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Blood-related and immune system diseases,By age,65+ years old,Visit count,509000,113000,287000,731000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Blood-related and immune system diseases,By age,65+ years old,"Visit rate (per 1,000 people)",9,2,5.1,13,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Blood-related and immune system diseases,By race/ethnicity,"Black, non-Hispanic",Visit count,405000,109000,191000,619000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Blood-related and immune system diseases,By race/ethnicity,"Black, non-Hispanic","Visit rate (per 1,000 people)",9.9,2.6,4.7,15,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Blood-related and immune system diseases,By race/ethnicity,Hispanic,Visit count,600000,121000,363000,836000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Blood-related and immune system diseases,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",9.5,1.8,5.9,13.1,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Blood-related and immune system diseases,By race/ethnicity,"Other, non-Hispanic",Visit count,,,,,No
Jul.-Dec. 2023,Diagnosis Chapter,Blood-related and immune system diseases,By race/ethnicity,"Other, non-Hispanic","Visit rate (per 1,000 people)",,,,,No
Jul.-Dec. 2023,Diagnosis Chapter,Blood-related and immune system diseases,By race/ethnicity,"White, non-Hispanic",Visit count,483000,113000,262000,704000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Blood-related and immune system diseases,By race/ethnicity,"White, non-Hispanic","Visit rate (per 1,000 people)",2.5,0.6,1.4,3.6,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Blood-related and immune system diseases,By sex,Female,Visit count,1566000,299000,980000,2153000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Blood-related and immune system diseases,By sex,Female,"Visit rate (per 1,000 people)",9.4,1.8,5.9,12.9,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Blood-related and immune system diseases,By sex,Male,Visit count,649000,123000,408000,891000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,Blood-related and immune system diseases,By sex,Male,"Visit rate (per 1,000 people)",4,0.8,2.5,5.5,Yes
Jul.-Dec. 2023,Diagnosis Chapter,"Hormonal, diet, and metabolic diseases",Total,All visits,Visit count,14652000,2316000,10112000,19191000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,"Hormonal, diet, and metabolic diseases",Total,All visits,"Visit rate (per 1,000 people)",44.6,7,30.8,58.4,Yes
Jul.-Dec. 2023,Diagnosis Chapter,"Hormonal, diet, and metabolic diseases",By age,0-17 years old,Visit count,1014000,153000,714000,1314000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,"Hormonal, diet, and metabolic diseases",By age,0-17 years old,"Visit rate (per 1,000 people)",14,2.1,9.9,18.2,Yes
Jul.-Dec. 2023,Diagnosis Chapter,"Hormonal, diet, and metabolic diseases",By age,18-44 years old,Visit count,4057000,602000,2878000,5237000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,"Hormonal, diet, and metabolic diseases",By age,18-44 years old,"Visit rate (per 1,000 people)",34.4,5.1,24.4,44.4,Yes
Jul.-Dec. 2023,Diagnosis Chapter,"Hormonal, diet, and metabolic diseases",By age,45-64 years old,Visit count,6043000,957000,4167000,7918000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,"Hormonal, diet, and metabolic diseases",By age,45-64 years old,"Visit rate (per 1,000 people)",73.9,11.7,50.9,96.8,Yes
Jul.-Dec. 2023,Diagnosis Chapter,"Hormonal, diet, and metabolic diseases",By age,65+ years old,Visit count,3538000,671000,2223000,4852000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,"Hormonal, diet, and metabolic diseases",By age,65+ years old,"Visit rate (per 1,000 people)",62.7,11.9,39.4,86,Yes
Jul.-Dec. 2023,Diagnosis Chapter,"Hormonal, diet, and metabolic diseases",By race/ethnicity,"Black, non-Hispanic",Visit count,2342000,675000,1019000,3666000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,"Hormonal, diet, and metabolic diseases",By race/ethnicity,"Black, non-Hispanic","Visit rate (per 1,000 people)",57.2,16.3,25.3,89.1,Yes
Jul.-Dec. 2023,Diagnosis Chapter,"Hormonal, diet, and metabolic diseases",By race/ethnicity,Hispanic,Visit count,4567000,885000,2833000,6301000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,"Hormonal, diet, and metabolic diseases",By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",72.5,13.4,46.3,98.6,Yes
Jul.-Dec. 2023,Diagnosis Chapter,"Hormonal, diet, and metabolic diseases",By race/ethnicity,"Other, non-Hispanic",Visit count,731000,238000,266000,1197000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,"Hormonal, diet, and metabolic diseases",By race/ethnicity,"Other, non-Hispanic","Visit rate (per 1,000 people)",23.5,7.6,8.7,38.3,Yes
Jul.-Dec. 2023,Diagnosis Chapter,"Hormonal, diet, and metabolic diseases",By race/ethnicity,"White, non-Hispanic",Visit count,4223000,857000,2543000,5903000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,"Hormonal, diet, and metabolic diseases",By race/ethnicity,"White, non-Hispanic","Visit rate (per 1,000 people)",21.8,4.3,13.4,30.3,Yes
Jul.-Dec. 2023,Diagnosis Chapter,"Hormonal, diet, and metabolic diseases",By sex,Female,Visit count,9225000,1505000,6274000,12176000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,"Hormonal, diet, and metabolic diseases",By sex,Female,"Visit rate (per 1,000 people)",55.4,9,37.7,73.1,Yes
Jul.-Dec. 2023,Diagnosis Chapter,"Hormonal, diet, and metabolic diseases",By sex,Male,Visit count,5421000,818000,3818000,7024000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,"Hormonal, diet, and metabolic diseases",By sex,Male,"Visit rate (per 1,000 people)",33.4,5,23.6,43.3,Yes
Jul.-Dec. 2023,Diagnosis Chapter,"Mental health, behavior and brain development disorders",Total,All visits,Visit count,10393000,1673000,7113000,13672000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,"Mental health, behavior and brain development disorders",Total,All visits,"Visit rate (per 1,000 people)",31.6,5.1,21.6,41.6,Yes
Jul.-Dec. 2023,Diagnosis Chapter,"Mental health, behavior and brain development disorders",By age,0-17 years old,Visit count,1468000,237000,1003000,1934000,Yes
Jul.-Dec. 2023,Diagnosis Chapter,"Mental health, behavior and brain development disorders",By age,0-17 years old,"Visit rate (per 1,000 people)",20.3,3.3,13.9,26.7,Yes
Jul.-Dec. 2023,Diagnosis Chapter,"Mental health, behavior and brain development disorders",By age,18-44 years old,Visit count,4152000,649000,2880000,5423000,Yes
